ID,COUNTRY,ISO,ADMIN_LEVEL_NAME,PCODE,REGION,CATEGORY,MEASURE,TARGETED_POP_GROUP,COMMENTS,DATE_IMPLEMENTED,SOURCE,SOURCE_TYPE,LINK,ENTRY_DATE,Alternative source
1582,Haiti,HTI,,,Americas,Social and economic measures,State of emergency declared,No,National state of emergency,19/03/2020,Foreign Ministry — UK,Government,https://www.gov.uk/foreign-travel-advice/haiti/health,23/03/2020,
1599,Haiti,HTI,,,Americas,Social and economic measures,General lockdown,No,National curfew between 8pm and 5am. Factories are closed until further notice.,20/03/2020,Foreign Ministry — UK,Government,https://www.gov.uk/foreign-travel-advice/haiti/health,23/03/2020,https://ht.usembassy.gov/covid-19-information/
1600,Haiti,HTI,,,Americas,Social distancing,Schools closure ,No,Schools and university closed,20/03/2020,Foreign Ministry — UK,Government,https://www.gov.uk/foreign-travel-advice/haiti/health,23/03/2020,
1601,Haiti,HTI,,,Americas,Movement restrictions,Travel restrictions,No,Citizens must stay at home and limit movement to essential only,20/03/2020,Foreign Ministry — UK,Government,https://www.gov.uk/foreign-travel-advice/haiti/health,23/03/2020,
1602,Haiti,HTI,,,Americas,Social distancing,Limit public gatherings,No,Events and gathering of more than 10 people are banned. ,20/03/2020,Foreign Ministry — UK,Government,https://www.gov.uk/foreign-travel-advice/haiti/health,23/03/2020,
101,Honduras,HND,,,Americas,Movement restrictions,Border checks ,Yes,"Everyone travelling from Italy, China, Iran, Spain, France, Germany, Japan and South Korea",11/03/2020,Ministry of Foreing Affairs - Italy,Government,http://www.viaggiaresicuri.it/country/HND,14/03/2020,
102,Honduras,HND,,,Americas,Public health measures,Introduction of quarantine policies,Yes,From above places self isolation for 14 days,11/03/2020,Ministry of Foreing Affairs - Italy,Government,http://www.viaggiaresicuri.it/country/HND,14/03/2020,
1146,Honduras,HND,,,Americas,Social distancing,Schools closure ,Yes,All schools are closed until March 26,16/03/2020,Miami Herald,Media,https://www.miamiherald.com/news/nation-world/world/americas/haiti/article241249651.html,21/03/2020,
1147,Honduras,HND,,,Americas,Social distancing,Limit public gatherings,No,"all public events banned, regardless of the number of attendees for seven days from Mar 16",16/03/2020,Miami Herald,Media,https://www.miamiherald.com/news/nation-world/world/americas/haiti/article241249651.html,21/03/2020,
1148,Honduras,HND,,,Americas,Social distancing,Public services closure ,Yes,"all non-essential businesses were also ordered closed, except for supermarkets, pharmacies, gas stations, hotels, banks, hospitals, and restaurants with drive-through or delivery services.",16/03/2020,Miami Herald,Media,https://www.miamiherald.com/news/nation-world/world/americas/haiti/article241249651.html,21/03/2020,
1149,Honduras,HND,,,Americas,Movement restrictions,Border closure ,No,"All borders are closed except for cargo, Honduran residents and citizens, and diplomatic staff.",16/03/2020,Miami Herald,Media,https://www.miamiherald.com/news/nation-world/world/americas/haiti/article241249651.html,21/03/2020,
1172,Honduras,HND,,,Americas,Social and economic measures,Arrests for noncompliance,No,Anyone who doesn’t comply with the covid-19 mitigation directives is subject to a jail sentence ranging from 6 months to 2 years.,16/03/2020,Miami Herald,Media,https://www.miamiherald.com/news/nation-world/world/americas/haiti/article241249651.html,20/03/2020,
1173,Honduras,HND,,,Americas,Social distancing,Public services closure ,No,public transportation halted,16/03/2020,Miami Herald,Media,https://www.miamiherald.com/news/nation-world/world/americas/haiti/article241249651.html,20/03/2020,
1174,Honduras,HND,,,Americas,Public health measures,Health screenings in airports and border crossings,No,"Enhanced screening and quarantine measures to reduce the spread of COVID-19 are being carried out at ports of entry (POEs) – airports, sea and land – including the Roatan port, a popular cruise ship destination in Honduras for American and Canadian nationals.",11/03/2020,US Embassy Honduras,Government,https://hn.usembassy.gov/covid-19-information/,20/03/2020,
522,Hungary,HUN,,,Europe,Public health measures,Introduction of quarantine policies,Yes,Those who may have been infected are being quarantined for 2 weeks.,16/03/2020,US Embassy,Government,https://hu.usembassy.gov/covid-19/,16/03/2020,
523,Hungary,HUN,,,Europe,Movement restrictions,Travel restrictions,Yes,"Non-nationals arriving from China, Italy, Iran, Israel, South Korea are not allowed to enter. Nationals and residents may enter but must quarantine for 14 days. ",11/03/2020,Government,Government,http://abouthungary.hu/coronavirus/,16/03/2020,
524,Hungary,HUN,,,Europe,Social distancing,Limit public gatherings,No,Public gatherings banned of more than 100 indoors and more than 500 outdoors.,11/03/2020,Government,Government,http://abouthungary.hu/coronavirus/,16/03/2020,
525,Hungary,HUN,,,Europe,Movement restrictions,Border checks ,Yes,"Border checks with Slovenia, Austria, and Croatia",13/03/2020,Government,Government,http://abouthungary.hu/news-in-brief/coronavirus-update-border-controls-tightened/,16/03/2020,
526,Hungary,HUN,,,Europe,Social distancing,Schools closure ,No,Elementary and high schools are closed from 16 March,14/03/2020,Government,Government,http://abouthungary.hu/news-in-brief/pm-orban-schools-will-be-closed-from-monday/,16/03/2020,
530,Hungary,HUN,,,Europe,Social and economic measures,State of emergency declared,No,,11/03/2020,Government,Government,http://abouthungary.hu/coronavirus/,16/03/2020,
509,Iceland,ISL,,,Europe,Public health measures,Screening of all Citizens,No,All citizens are offered screening ,13/03/2020,Government of Iceland,Government,https://www.government.is/news/article/2020/03/09/response-to-COVID-19-in-Iceland/,16/03/2020,
521,Iceland,ISL,,,Europe,Public health measures,Introduction of quarantine policies,Yes,14 day self-quarantine for all those arriving from high risk places. ,16/03/2020,Government of Iceland,Government,https://www.government.is/news/article/2020/03/09/response-to-COVID-19-in-Iceland/,16/03/2020,
768,Iceland,ISL,,,Europe,Social distancing,Limit public gatherings,No,limit of public gatherings to 100 people,16/03/2020,Government,Government,https://www.covid.is/sub-categories/tourists,17/03/2020,
1645,Iceland,ISL,,,Europe,Public health measures,General recommendations,No,Discouraging of all unnecessary travels ,,Directorate of Health,Government,https://www.landlaeknir.is/um-embaettid/greinar/grein/item39191/Radleggingar-til-ferdamanna,23/03/2020,
1646,Iceland,ISL,,,Europe,Public health measures,Awareness campaigns,Yes,Targeted material development for explaining COVID-19 to kids,28/02/2020,Directorate of Health,Government,https://www.landlaeknir.is/um-embaettid/greinar/grein/item39277/Ef-COVID-19-koronaveiran-berst-til-Islands---upplysingar-fyrir-born-og-ungmenni,23/03/2020,
1647,Iceland,ISL,,,Europe,Social and economic measures,State of emergency declared,No,Did not trigger additional measures than those already in place,6/03/2020,Government,Government,https://www.government.is/news/article/2020/03/09/response-to-COVID-19-in-Iceland/,23/03/2020,
1648,Iceland,ISL,,,Europe,Social distancing,Limit public gatherings,No,Ban on gatherings of more than 20 people,24/03/2020,Government,Government,https://www.government.is/news/article/?newsid=2f49a0ac-6c74-11ea-9462-005056bc4d74,23/03/2020,
1649,Iceland,ISL,,,Europe,Social distancing,Public services closure ,No,"Then 20 person gathering-ban also affects public places such as swimming pools, gyms, pubs and museums, which should remain closed for the duration of the ban.",24/03/2020,Government,Government,https://www.government.is/news/article/?newsid=2f49a0ac-6c74-11ea-9462-005056bc4d74,23/03/2020,
1650,Iceland,ISL,,,Europe,Social and economic measures,Economic measures,No,"Extensive economic measures of 1.6bn USD implemented, including state-backed loans, government uptake of salaries, tax deferral, child benefit payment, tourist sector support, VAT return for construction projects",21/03/2020,Government,Government,https://www.government.is/news/article/?newsid=afa0d410-6b79-11ea-9462-005056bc4d74,23/03/2020,
1651,Iceland,ISL,,,Europe,Movement restrictions,Border closure ,No,Non-EU citizen are not allowed to enter Island anymore,20/03/2020,Directorate of Health,Government,https://www.covid.is/sub-categories/tourists,23/03/2020,
1652,Iceland,ISL,,,Europe,Public health measures,Introduction of quarantine policies,No,"All people arriving to Island are mandated to self-quaratine for 14 days, irrespective of place of departure and nationality",19/03/2020,Government,Government,https://www.government.is/news/article/?newsid=6171aeaf-6ac9-11ea-9456-005056bc530c,23/03/2020,
1670,Iceland,ISL,,,Europe,Social distancing,Limit public gatherings,Yes,"Grocery stores may have up to 100 person in the store at the same time, if 2m safety distance can be kept",24/03/2020,Directorate of Health,Government,https://www.covid.is/flokkar/hvad-thydir-samkomubann,23/03/2020,
1671,Iceland,ISL,,,Europe,Social distancing,Schools closure ,Yes,Secondary and university buildings are closed; pre-school and elementary schools continue if they can keep minimum distance; ,,Directorate of Health,Government,https://www.covid.is/flokkar/hvad-thydir-samkomubann,23/03/2020,
1672,Iceland,ISL,,,Europe,Public health measures,Strengthening the public health system,No,Discontinuation of all non-essential health procedures,23/03/2020,Directorate of Health,Government,https://www.landlaeknir.is/um-embaettid/frettir/frett/item40390/Frestun-valkvaedra-skurdadgerda-vegna-Covid-19,23/03/2020,
252,India,IND,,,Asia,Movement restrictions,Visa restrictions,No,"Suspension of all visas except diplomatic, offical, UN, employment and project until April 15th",13/03/2020,Bureau of Immigration,Government,https://boi.gov.in/content/advisory-travel-and-visa-restrictions-related-covid-19-0,15/03/2020,
255,India,IND,,,Asia,Public health measures,Introduction of quarantine policies,Yes,"Incoming travelers (including Indians) have visited China, Italy, Iran, Republic of Korea, France, Spain and Germany after 15th February, 2020 quarantine 14 days",13/03/2020,Bureau of Immigration,Government,https://boi.gov.in/content/advisory-travel-and-visa-restrictions-related-covid-19-0,15/03/2020,
256,India,IND,,,Asia,Movement restrictions,Additional health/documents requirements upon arrival,Yes,Incoming travelers having visited Italy or Korea to produce negative COVID-19 health certificate ,10/03/2020,Bureau of Immigration,Government,https://boi.gov.in/content/advisory-travel-and-visa-restrictions-related-covid-19-0,15/03/2020,
266,India,IND,,,Asia,Social and economic measures,Economic measures,Yes,Assistance to COVID-19 victims and families of deceased,15/03/2020,New Delhi TV,Media,https://www.ndtv.com/india-news/coronavirus-covid-19-india-live-updates-us-embassy-in-india-cancel-all-visa-appointments-from-march-2194715,15/03/2020,
774,India,IND,,,Asia,Public health measures,Introduction of quarantine policies,Yes,"Introduction of quarantine policiesfor travelers expanded to those coming or transiting from UAE, Qatar, Oman, Kuwait starting 18 March until 31 March",18/03/2020,Ministry of Health,Government,https://www.mohfw.gov.in/TravelAdvisory16thMarch.pdf,17/03/2020,
775,India,IND,,,Asia,Movement restrictions,Travel restrictions,Yes,"ban of entry for passengers from EU countries, EFTA countries, Turkey, UK from 18 March",18/03/2020,Ministry of Health,Government,https://www.mohfw.gov.in/TravelAdvisory16thMarch.pdf,17/03/2020,
776,India,IND,,,Asia,Social distancing,Limit public gatherings,No,closure of selected public institutions such as museums (incl. Taj Mahal) until March 31 and postponement of several local elections,16/03/2020,Aljazeera,Media,https://www.aljazeera.com/news/2020/03/india-taj-mahal-closed-coronavirus-fears-200317031644103.html,17/03/2020,
777,India,IND,,,Asia,Movement restrictions,Border closure ,No,"temporary closure of specified Indian land border crossings with Bangladesh, Nepal, Myanmar and Bhutan until 15 April",15/03/2020,Ministry of Home Affairs,Government,https://www.mohfw.gov.in/pdf/NewinstructionsDt14032020Restirctiononinternationalpassengertraffic.pdf,17/03/2020,
778,India,IND,,,Asia,Public health measures,Health screenings in airports and border crossings,No,health scrrens at border crossings,5/03/2020,Government of India,Government,https://mha.gov.in/sites/default/files/PR_CoronaVirusThreat_06032020.pdf,17/03/2020,
1229,India,IND,,,Asia,Social distancing,Schools closure ,No,"Until March 31, 2020 ",,MOHFW,Government,https://www.mohfw.gov.in/pdf/SocialDistancingAdvisorybyMOHFW.pdf,21/03/2020,
1760,India,IND,,,Asia,Public health measures,Health screenings in airports and border crossings,No,screening for travellers from 2019-nCoV affected countries (China) at points of entry,25/01/2020,India's MoHFW,Government,https://main.mohfw.gov.in/sites/default/files/Guidance%20document%20-%202019-nCoV.pdf,23/03/2020,
1761,India,IND,,,Asia,Public health measures,Strengthening the public health system,No,establish In country/ community surveillance through the Integrated Disease Surveillance Programme network(IDSP),25/01/2020,India's MoHFW,Government,https://main.mohfw.gov.in/sites/default/files/Guidance%20document%20-%202019-nCoV.pdf,23/03/2020,
